nohup: ignoring input
Using /data1/wcc/.cache/torch_extensions/py39_cu117 as PyTorch extensions root...
Detected CUDA files, patching ldflags
Emitting ninja build file /data1/wcc/.cache/torch_extensions/py39_cu117/_raymarching/build.ninja...
Building extension module _raymarching...
Allowing ninja to set a default number of workers... (overridable by setting the environment variable MAX_JOBS=N)
ninja: no work to do.
Loading extension module _raymarching...
Using /data1/wcc/.cache/torch_extensions/py39_cu117 as PyTorch extensions root...
Detected CUDA files, patching ldflags
Emitting ninja build file /data1/wcc/.cache/torch_extensions/py39_cu117/_grid_encoder/build.ninja...
Building extension module _grid_encoder...
Allowing ninja to set a default number of workers... (overridable by setting the environment variable MAX_JOBS=N)
ninja: no work to do.
Loading extension module _grid_encoder...
Using /data1/wcc/.cache/torch_extensions/py39_cu117 as PyTorch extensions root...
Detected CUDA files, patching ldflags
Emitting ninja build file /data1/wcc/.cache/torch_extensions/py39_cu117/_freqencoder/build.ninja...
Building extension module _freqencoder...
Allowing ninja to set a default number of workers... (overridable by setting the environment variable MAX_JOBS=N)
Namespace(path='/home/wcc/RodinHD/data/fitting_obj_list_300.txt', save_dir='/home/wcc/RodinHD/data/save_triplane_and_mlp_300_pro', data_root='/home/wcc/RodinHD/data/raw_data_300', O=True, test=False, ray_shuffle=True, workspace='/home/wcc/RodinHD/data/save_triplane_and_mlp_300_pro', seed=0, iters=5000, lr0=0.02, lr1=0.002, ckpt='latest', num_rays=65536, cuda_ray=True, max_steps=1024, num_steps=512, update_extra_interval=1, upsample_steps=512, max_ray_batch=4096, l1_reg_weight=0.0001, tv_weight=0.01, dist_weight=0.0, iwc_weight=0.1, patch_size=1, fp16=True, cp=False, triplane_channels=32, downscale=1, resolution0=512, resolution1=512, upsample_model_steps=[], grid_size=256, color_space='srgb', preload=True, bound=1.0, scale=0.4, offset=[0, 0, 0], dt_gamma=0.0, min_near=0.2, density_thresh=10, bg_radius=-1, gui=False, W=1920, H=1080, radius=5, fovy=50, max_spp=64, num_train_frames=300, out_loop_eps=90, eval_freq=1, no_tqdm=False, random_noise=False, random_scale=False, error_map=False, clip_text='', rand_pose=-1, start_idx=0, end_idx=1, eval_video=False)
Render using grid size:  256
ninja: no work to do.
Loading extension module _freqencoder...
NeRFNetworkPlus(
  (grid_sample): GridEncoder: input_dim=2 num_levels=3 level_dim=32 resolution=512 -> 512 per_level_scale=1.0000 gridtype=tiled align_corners=True interpolation=linear
  (encoder): FreqEncoder: input_dim=24 degree=2 output_dim=120
  (encoder_sigma): FreqEncoder: input_dim=8 degree=2 output_dim=40
  (encoder_dir): FreqEncoder: input_dim=3 degree=2 output_dim=15
  (color_net): ModuleList(
    (0): Linear(in_features=263, out_features=128, bias=False)
    (1): Linear(in_features=128, out_features=128, bias=False)
    (2): Linear(in_features=128, out_features=3, bias=False)
  )
  (sigma_net): Sequential(
    (0): Linear(in_features=40, out_features=128, bias=True)
    (1): Softplus(beta=1, threshold=20)
    (2): Linear(in_features=128, out_features=129, bias=True)
  )
)
1
Creating triplane as /home/wcc/RodinHD/data/save_triplane_and_mlp_300_pro/1_1_neutral.npy
Generate dataset cost 7.463481187820435 s/avatar.
[INFO] Trainer: ngp | 2024-10-29_15-37-15 | cuda:0 | fp16 | 
/home/wcc/RodinHD/data/save_triplane_and_mlp_300_pro
[INFO] #parameters: 72321
[INFO] Loading latest checkpoint ...
[WARN] No checkpoint found, model randomly initialized.
Creating triplane as /home/wcc/RodinHD/data/save_triplane_and_mlp_300_pro/1_1_neutral.npy
==> Start Training Epoch(random shuffle rays) 1, lr1=0.002000 lr0=0.020000
  0% 0/4800 [00:00<?, ?it/s]
loss=0.1505 (0.1505) xyz.shape=torch.Size([1198080, 3]): :   0% 0/4800 [00:03<?, ?it/s]
loss=0.1421 (0.1422) xyz.shape=torch.Size([420352, 3]): :  31% 1466/4800 [05:12<10:48,  5.14it/s]
loss=0.1376 (0.1422) xyz.shape=torch.Size([419840, 3]): :  31% 1466/4800 [05:13<10:48,  5.14it/s]
loss=0.1376 (0.1422) xyz.shape=torch.Size([419840, 3]): :  31% 1467/4800 [05:13<10:26,  5.32it/s]
loss=0.1443 (0.1422) xyz.shape=torch.Size([421376, 3]): :  31% 1467/4800 [05:13<10:26,  5.32it/s]
loss=0.1443 (0.1422) xyz.shape=torch.Size([421376, 3]): :  31% 1468/4800 [05:13<14:03,  3.95it/s]
loss=0.1428 (0.1422) xyz.shape=torch.Size([424064, 3]): :  31% 1468/4800 [05:13<14:03,  3.95it/s]
loss=0.1428 (0.1422) xyz.shape=torch.Size([424064, 3]): :  31% 1469/4800 [05:13<12:33,  4.42it/s]
loss=0.1467 (0.1422) xyz.shape=torch.Size([419840, 3]): :  31% 1469/4800 [05:13<12:33,  4.42it/s]
loss=0.1467 (0.1422) xyz.shape=torch.Size([419840, 3]): :  31% 1470/4800 [05:13<11:31,  4.82it/s]
loss=0.1404 (0.1422) xyz.shape=torch.Size([422912, 3]): :  31% 1470/4800 [05:14<11:31,  4.82it/s]
loss=0.1404 (0.1422) xyz.shape=torch.Size([422912, 3]): :  31% 1471/4800 [05:14<10:47,  5.14it/s]
loss=0.1491 (0.1422) xyz.shape=torch.Size([417408, 3]): :  31% 1471/4800 [05:14<10:47,  5.14it/s]
loss=0.1491 (0.1422) xyz.shape=torch.Size([417408, 3]): :  31% 1472/4800 [05:14<10:16,  5.40it/s]
loss=0.1422 (0.1422) xyz.shape=torch.Size([427392, 3]): :  31% 1472/4800 [05:14<10:16,  5.40it/s]
loss=0.1422 (0.1422) xyz.shape=torch.Size([427392, 3]): :  31% 1473/4800 [05:14<13:57,  3.97it/s]
loss=0.1422 (0.1422) xyz.shape=torch.Size([426752, 3]): :  31% 1473/4800 [05:14<13:57,  3.97it/s]
loss=0.1422 (0.1422) xyz.shape=torch.Size([426752, 3]): :  31% 1474/4800 [05:14<12:29,  4.44it/s]
loss=0.1440 (0.1422) xyz.shape=torch.Size([423808, 3]): :  31% 1474/4800 [05:14<12:29,  4.44it/s]
loss=0.1440 (0.1422) xyz.shape=torch.Size([423808, 3]): :  31% 1475/4800 [05:14<11:28,  4.83it/s]
loss=0.1357 (0.1422) xyz.shape=torch.Size([423296, 3]): :  31% 1475/4800 [05:15<11:28,  4.83it/s]
loss=0.1357 (0.1422) xyz.shape=torch.Size([423296, 3]): :  31% 1476/4800 [05:15<10:45,  5.15it/s]
loss=0.1435 (0.1422) xyz.shape=torch.Size([422784, 3]): :  31% 1476/4800 [05:15<10:45,  5.15it/s]
loss=0.1435 (0.1422) xyz.shape=torch.Size([422784, 3]): :  31% 1477/4800 [05:15<10:15,  5.40it/s]
loss=0.1445 (0.1422) xyz.shape=torch.Size([425856, 3]): :  31% 1477/4800 [05:15<10:15,  5.40it/s]
loss=0.1445 (0.1422) xyz.shape=torch.Size([425856, 3]): :  31% 1478/4800 [05:15<13:55,  3.98it/s]
loss=0.1449 (0.1422) xyz.shape=torch.Size([423296, 3]): :  31% 1478/4800 [05:15<13:55,  3.98it/s]
loss=0.1449 (0.1422) xyz.shape=torch.Size([423296, 3]): :  31% 1479/4800 [05:15<12:28,  4.44it/s]
loss=0.1434 (0.1422) xyz.shape=torch.Size([421120, 3]): :  31% 1479/4800 [05:15<12:28,  4.44it/s]
loss=0.1434 (0.1422) xyz.shape=torch.Size([421120, 3]): :  31% 1480/4800 [05:15<11:27,  4.83it/s]
loss=0.1389 (0.1422) xyz.shape=torch.Size([426496, 3]): :  31% 1480/4800 [05:16<11:27,  4.83it/s]
loss=0.1389 (0.1422) xyz.shape=torch.Size([426496, 3]): :  31% 1481/4800 [05:16<10:43,  5.16it/s]
loss=0.1412 (0.1422) xyz.shape=torch.Size([421888, 3]): :  31% 1481/4800 [05:16<10:43,  5.16it/s]
loss=0.1412 (0.1422) xyz.shape=torch.Size([421888, 3]): :  31% 1482/4800 [05:16<10:13,  5.41it/s]
loss=0.1411 (0.1422) xyz.shape=torch.Size([425856, 3]): :  31% 1482/4800 [05:16<10:13,  5.41it/s]
loss=0.1411 (0.1422) xyz.shape=torch.Size([425856, 3]): :  31% 1483/4800 [05:16<13:59,  3.95it/s]
loss=0.1462 (0.1422) xyz.shape=torch.Size([424832, 3]): :  31% 1483/4800 [05:16<13:59,  3.95it/s]
loss=0.1462 (0.1422) xyz.shape=torch.Size([424832, 3]): :  31% 1484/4800 [05:16<12:31,  4.41it/s]
loss=0.1382 (0.1422) xyz.shape=torch.Size([425472, 3]): :  31% 1484/4800 [05:17<12:31,  4.41it/s]
loss=0.1382 (0.1422) xyz.shape=torch.Size([425472, 3]): :  31% 1485/4800 [05:17<11:30,  4.80it/s]
loss=0.1405 (0.1422) xyz.shape=torch.Size([423424, 3]): :  31% 1485/4800 [05:17<11:30,  4.80it/s]
loss=0.1405 (0.1422) xyz.shape=torch.Size([423424, 3]): :  31% 1486/4800 [05:17<10:45,  5.13it/s]
loss=0.1405 (0.1422) xyz.shape=torch.Size([425984, 3]): :  31% 1486/4800 [05:17<10:45,  5.13it/s]
loss=0.1405 (0.1422) xyz.shape=torch.Size([425984, 3]): :  31% 1487/4800 [05:17<10:13,  5.40it/s]
loss=0.1408 (0.1422) xyz.shape=torch.Size([424192, 3]): :  31% 1487/4800 [05:17<10:13,  5.40it/s]
loss=0.1408 (0.1422) xyz.shape=torch.Size([424192, 3]): :  31% 1488/4800 [05:17<13:55,  3.97it/s]
loss=0.1427 (0.1422) xyz.shape=torch.Size([420480, 3]): :  31% 1488/4800 [05:17<13:55,  3.97it/s]
loss=0.1427 (0.1422) xyz.shape=torch.Size([420480, 3]): :  31% 1489/4800 [05:17<12:26,  4.43it/s]
loss=0.1424 (0.1422) xyz.shape=torch.Size([416640, 3]): :  31% 1489/4800 [05:18<12:26,  4.43it/s]
loss=0.1424 (0.1422) xyz.shape=torch.Size([416640, 3]): :  31% 1490/4800 [05:18<11:25,  4.83it/s]
loss=0.1402 (0.1422) xyz.shape=torch.Size([424704, 3]): :  31% 1490/4800 [05:18<11:25,  4.83it/s]
loss=0.1402 (0.1422) xyz.shape=torch.Size([424704, 3]): :  31% 1491/4800 [05:18<10:42,  5.15it/s]
loss=0.1377 (0.1422) xyz.shape=torch.Size([419072, 3]): :  31% 1491/4800 [05:18<10:42,  5.15it/s]
loss=0.1377 (0.1422) xyz.shape=torch.Size([419072, 3]): :  31% 1492/4800 [05:18<10:13,  5.39it/s]
loss=0.1395 (0.1422) xyz.shape=torch.Size([418432, 3]): :  31% 1492/4800 [05:18<10:13,  5.39it/s]
loss=0.1395 (0.1422) xyz.shape=torch.Size([418432, 3]): :  31% 1493/4800 [05:18<13:57,  3.95it/s]
loss=0.1355 (0.1422) xyz.shape=torch.Size([415872, 3]): :  31% 1493/4800 [05:19<13:57,  3.95it/s]
loss=0.1355 (0.1422) xyz.shape=torch.Size([415872, 3]): :  31% 1494/4800 [05:19<12:28,  4.42it/s]
loss=0.1472 (0.1422) xyz.shape=torch.Size([421120, 3]): :  31% 1494/4800 [05:19<12:28,  4.42it/s]
loss=0.1472 (0.1422) xyz.shape=torch.Size([421120, 3]): :  31% 1495/4800 [05:19<11:26,  4.82it/s]
loss=0.1435 (0.1422) xyz.shape=torch.Size([420992, 3]): :  31% 1495/4800 [05:19<11:26,  4.82it/s]
loss=0.1435 (0.1422) xyz.shape=torch.Size([420992, 3]): :  31% 1496/4800 [05:19<10:42,  5.14it/s]
loss=0.1370 (0.1422) xyz.shape=torch.Size([423424, 3]): :  31% 1496/4800 [05:19<10:42,  5.14it/s]
loss=0.1370 (0.1422) xyz.shape=torch.Size([423424, 3]): :  31% 1497/4800 [05:19<10:13,  5.39it/s]
loss=0.1389 (0.1422) xyz.shape=torch.Size([418944, 3]): :  31% 1497/4800 [05:19<10:13,  5.39it/s]
loss=0.1389 (0.1422) xyz.shape=torch.Size([418944, 3]): :  31% 1498/4800 [05:19<13:54,  3.95it/s]
loss=0.1408 (0.1422) xyz.shape=torch.Size([419712, 3]): :  31% 1498/4800 [05:20<13:54,  3.95it/s]
loss=0.1408 (0.1422) xyz.shape=torch.Size([419712, 3]): :  31% 1499/4800 [05:20<12:26,  4.42it/s]
loss=0.1491 (0.1422) xyz.shape=torch.Size([416896, 3]): :  31% 1499/4800 [05:20<12:26,  4.42it/s]
loss=0.1491 (0.1422) xyz.shape=torch.Size([416896, 3]): :  31% 1500/4800 [05:20<11:25,  4.82it/s]
loss=0.1369 (0.1422) xyz.shape=torch.Size([420864, 3]): :  31% 1500/4800 [05:20<11:25,  4.82it/s]
loss=0.1369 (0.1422) xyz.shape=torch.Size([420864, 3]): :  31% 1501/4800 [05:20<10:41,  5.14it/s]
loss=0.1433 (0.1422) xyz.shape=torch.Size([419200, 3]): :  31% 1501/4800 [05:20<10:41,  5.14it/s]
loss=0.1433 (0.1422) xyz.shape=torch.Size([419200, 3]): :  31% 1502/4800 [05:20<10:10,  5.40it/s]
loss=0.1369 (0.1422) xyz.shape=torch.Size([415488, 3]): :  31% 1502/4800 [05:20<10:10,  5.40it/s]
loss=0.1369 (0.1422) xyz.shape=torch.Size([415488, 3]): :  31% 1503/4800 [05:20<13:56,  3.94it/s]
loss=0.1436 (0.1422) xyz.shape=torch.Size([418304, 3]): :  31% 1503/4800 [05:21<13:56,  3.94it/s]
loss=0.1436 (0.1422) xyz.shape=torch.Size([418304, 3]): :  31% 1504/4800 [05:21<12:26,  4.41it/s]
loss=0.1429 (0.1422) xyz.shape=torch.Size([420480, 3]): :  31% 1504/4800 [05:21<12:26,  4.41it/s]
loss=0.1429 (0.1422) xyz.shape=torch.Size([420480, 3]): :  31% 1505/4800 [05:21<11:24,  4.82it/s]
loss=0.1387 (0.1422) xyz.shape=torch.Size([419456, 3]): :  31% 1505/4800 [05:21<11:24,  4.82it/s]
loss=0.1387 (0.1422) xyz.shape=torch.Size([419456, 3]): :  31% 1506/4800 [05:21<10:39,  5.15it/s]
loss=0.1422 (0.1422) xyz.shape=torch.Size([418048, 3]): :  31% 1506/4800 [05:21<10:39,  5.15it/s]
loss=0.1422 (0.1422) xyz.shape=torch.Size([418048, 3]): :  31% 1507/4800 [05:21<10:08,  5.41it/s]
loss=0.1331 (0.1422) xyz.shape=torch.Size([424192, 3]): :  31% 1507/4800 [05:21<10:08,  5.41it/s]
loss=0.1331 (0.1422) xyz.shape=torch.Size([424192, 3]): :  31% 1508/4800 [05:21<09:46,  5.62it/s]
loss=0.1419 (0.1422) xyz.shape=torch.Size([417024, 3]): :  31% 1508/4800 [05:22<09:46,  5.62it/s]
loss=0.1419 (0.1422) xyz.shape=torch.Size([417024, 3]): :  31% 1509/4800 [05:22<13:27,  4.07it/s]
loss=0.1392 (0.1422) xyz.shape=torch.Size([417024, 3]): :  31% 1509/4800 [05:22<13:27,  4.07it/s]
loss=0.1392 (0.1422) xyz.shape=torch.Size([417024, 3]): :  31% 1510/4800 [05:22<12:07,  4.52it/s]
loss=0.1425 (0.1422) xyz.shape=torch.Size([424832, 3]): :  31% 1510/4800 [05:22<12:07,  4.52it/s]
loss=0.1425 (0.1422) xyz.shape=torch.Size([424832, 3]): :  31% 1511/4800 [05:22<11:10,  4.90it/s]
loss=0.1392 (0.1422) xyz.shape=torch.Size([414208, 3]): :  31% 1511/4800 [05:22<11:10,  4.90it/s]
loss=0.1392 (0.1422) xyz.shape=torch.Size([414208, 3]): :  32% 1512/4800 [05:22<10:30,  5.22it/s]
loss=0.1419 (0.1422) xyz.shape=torch.Size([417920, 3]): :  32% 1512/4800 [05:22<10:30,  5.22it/s]
loss=0.1419 (0.1422) xyz.shape=torch.Size([417920, 3]): :  32% 1513/4800 [05:22<10:01,  5.46it/s]
loss=0.1377 (0.1422) xyz.shape=torch.Size([414464, 3]): :  32% 1513/4800 [05:23<10:01,  5.46it/s]
loss=0.1377 (0.1422) xyz.shape=torch.Size([414464, 3]): :  32% 1514/4800 [05:23<13:36,  4.02it/s]
loss=0.1467 (0.1422) xyz.shape=torch.Size([412160, 3]): :  32% 1514/4800 [05:23<13:36,  4.02it/s]
loss=0.1467 (0.1422) xyz.shape=torch.Size([412160, 3]): :  32% 1515/4800 [05:23<12:12,  4.48it/s]
loss=0.1392 (0.1422) xyz.shape=torch.Size([416512, 3]): :  32% 1515/4800 [05:23<12:12,  4.48it/s]
loss=0.1392 (0.1422) xyz.shape=torch.Size([416512, 3]): :  32% 1516/4800 [05:23<11:13,  4.87it/s]
loss=0.1449 (0.1422) xyz.shape=torch.Size([415360, 3]): :  32% 1516/4800 [05:23<11:13,  4.87it/s]
loss=0.1449 (0.1422) xyz.shape=torch.Size([415360, 3]): :  32% 1517/4800 [05:23<10:32,  5.19it/s]
loss=0.1402 (0.1422) xyz.shape=torch.Size([415744, 3]): :  32% 1517/4800 [05:23<10:32,  5.19it/s]
loss=0.1402 (0.1422) xyz.shape=torch.Size([415744, 3]): :  32% 1518/4800 [05:23<10:02,  5.44it/s]
loss=0.1357 (0.1422) xyz.shape=torch.Size([415744, 3]): :  32% 1518/4800 [05:24<10:02,  5.44it/s]
loss=0.1357 (0.1422) xyz.shape=torch.Size([415744, 3]): :  32% 1519/4800 [05:24<13:41,  4.00it/s]
loss=0.1408 (0.1422) xyz.shape=torch.Size([408704, 3]): :  32% 1519/4800 [05:24<13:41,  4.00it/s]
loss=0.1408 (0.1422) xyz.shape=torch.Size([408704, 3]): :  32% 1520/4800 [05:24<12:14,  4.47it/s]
loss=0.1383 (0.1422) xyz.shape=torch.Size([421120, 3]): :  32% 1520/4800 [05:24<12:14,  4.47it/s]
loss=0.1383 (0.1422) xyz.shape=torch.Size([421120, 3]): :  32% 1521/4800 [05:24<11:14,  4.86it/s]
loss=0.1387 (0.1422) xyz.shape=torch.Size([411392, 3]): :  32% 1521/4800 [05:24<11:14,  4.86it/s]
loss=0.1387 (0.1422) xyz.shape=torch.Size([411392, 3]): :  32% 1522/4800 [05:24<10:33,  5.18it/s]
loss=0.1375 (0.1422) xyz.shape=torch.Size([418048, 3]): :  32% 1522/4800 [05:24<10:33,  5.18it/s]
loss=0.1375 (0.1422) xyz.shape=torch.Size([418048, 3]): :  32% 1523/4800 [05:24<10:05,  5.41it/s]
loss=0.1433 (0.1422) xyz.shape=torch.Size([421504, 3]): :  32% 1523/4800 [05:25<10:05,  5.41it/s]
loss=0.1433 (0.1422) xyz.shape=torch.Size([421504, 3]): :  32% 1524/4800 [05:25<13:43,  3.98it/s]
loss=0.1452 (0.1422) xyz.shape=torch.Size([422784, 3]): :  32% 1524/4800 [05:25<13:43,  3.98it/s]
loss=0.1452 (0.1422) xyz.shape=torch.Size([422784, 3]): :  32% 1525/4800 [05:25<12:17,  4.44it/s]
loss=0.1386 (0.1422) xyz.shape=torch.Size([422272, 3]): :  32% 1525/4800 [05:25<12:17,  4.44it/s]
loss=0.1386 (0.1422) xyz.shape=torch.Size([422272, 3]): :  32% 1526/4800 [05:25<11:16,  4.84it/s]
loss=0.1464 (0.1422) xyz.shape=torch.Size([429568, 3]): :  32% 1526/4800 [05:25<11:16,  4.84it/s]
loss=0.1464 (0.1422) xyz.shape=torch.Size([429568, 3]): :  32% 1527/4800 [05:25<10:34,  5.16it/s]
loss=0.1432 (0.1422) xyz.shape=torch.Size([419328, 3]): :  32% 1527/4800 [05:26<10:34,  5.16it/s]
loss=0.1432 (0.1422) xyz.shape=torch.Size([419328, 3]): :  32% 1528/4800 [05:26<10:04,  5.41it/s]
loss=0.1353 (0.1422) xyz.shape=torch.Size([424320, 3]): :  32% 1528/4800 [05:26<10:04,  5.41it/s]
loss=0.1353 (0.1422) xyz.shape=torch.Size([424320, 3]): :  32% 1529/4800 [05:26<13:40,  3.99it/s]
loss=0.1331 (0.1422) xyz.shape=torch.Size([421888, 3]): :  32% 1529/4800 [05:26<13:40,  3.99it/s]
loss=0.1331 (0.1422) xyz.shape=torch.Size([421888, 3]): :  32% 1530/4800 [05:26<12:14,  4.45it/s]
loss=0.1377 (0.1422) xyz.shape=torch.Size([420352, 3]): :  32% 1530/4800 [05:26<12:14,  4.45it/s]
loss=0.1377 (0.1422) xyz.shape=torch.Size([420352, 3]): :  32% 1531/4800 [05:26<11:14,  4.85it/s]
loss=0.1400 (0.1422) xyz.shape=torch.Size([425216, 3]): :  32% 1531/4800 [05:26<11:14,  4.85it/s]
loss=0.1400 (0.1422) xyz.shape=torch.Size([425216, 3]): :  32% 1532/4800 [05:26<10:33,  5.16it/s]
loss=0.1404 (0.1422) xyz.shape=torch.Size([424192, 3]): :  32% 1532/4800 [05:27<10:33,  5.16it/s]
loss=0.1404 (0.1422) xyz.shape=torch.Size([424192, 3]): :  32% 1533/4800 [05:27<10:02,  5.42it/s]
loss=0.1428 (0.1422) xyz.shape=torch.Size([423296, 3]): :  32% 1533/4800 [05:27<10:02,  5.42it/s]
loss=0.1428 (0.1422) xyz.shape=torch.Size([423296, 3]): :  32% 1534/4800 [05:27<13:40,  3.98it/s]
loss=0.1411 (0.1422) xyz.shape=torch.Size([427136, 3]): :  32% 1534/4800 [05:27<13:40,  3.98it/s]
loss=0.1411 (0.1422) xyz.shape=torch.Size([427136, 3]): :  32% 1535/4800 [05:27<12:15,  4.44it/s]
loss=0.1377 (0.1422) xyz.shape=torch.Size([426752, 3]): :  32% 1535/4800 [05:27<12:15,  4.44it/s]
loss=0.1377 (0.1422) xyz.shape=torch.Size([426752, 3]): :  32% 1536/4800 [05:27<11:14,  4.84it/s]
loss=0.1374 (0.1422) xyz.shape=torch.Size([422528, 3]): :  32% 1536/4800 [05:27<11:14,  4.84it/s]
loss=0.1374 (0.1422) xyz.shape=torch.Size([422528, 3]): :  32% 1537/4800 [05:27<10:31,  5.17it/s]
loss=0.1394 (0.1422) xyz.shape=torch.Size([419712, 3]): :  32% 1537/4800 [05:28<10:31,  5.17it/s]
loss=0.1394 (0.1422) xyz.shape=torch.Size([419712, 3]): :  32% 1538/4800 [05:28<10:01,  5.43it/s]
loss=0.1409 (0.1422) xyz.shape=torch.Size([419712, 3]): :  32% 1538/4800 [05:28<10:01,  5.43it/s]
loss=0.1409 (0.1422) xyz.shape=torch.Size([419712, 3]): :  32% 1539/4800 [05:28<15:19,  3.55it/s]
loss=0.1433 (0.1422) xyz.shape=torch.Size([421632, 3]): :  32% 1539/4800 [05:28<15:19,  3.55it/s]
loss=0.1433 (0.1422) xyz.shape=torch.Size([421632, 3]): :  32% 1540/4800 [05:28<13:25,  4.05it/s]
loss=0.1423 (0.1422) xyz.shape=torch.Size([421504, 3]): :  32% 1540/4800 [05:28<13:25,  4.05it/s]
loss=0.1423 (0.1422) xyz.shape=torch.Size([421504, 3]): :  32% 1541/4800 [05:28<12:03,  4.50it/s]
loss=0.1485 (0.1422) xyz.shape=torch.Size([419456, 3]): :  32% 1541/4800 [05:29<12:03,  4.50it/s]
loss=0.1485 (0.1422) xyz.shape=torch.Size([419456, 3]): :  32% 1542/4800 [05:29<11:06,  4.89it/s]
loss=0.1408 (0.1422) xyz.shape=torch.Size([419840, 3]): :  32% 1542/4800 [05:29<11:06,  4.89it/s]
loss=0.1408 (0.1422) xyz.shape=torch.Size([419840, 3]): :  32% 1543/4800 [05:29<10:25,  5.20it/s]
loss=0.1391 (0.1422) xyz.shape=torch.Size([422400, 3]): :  32% 1543/4800 [05:29<10:25,  5.20it/s]
loss=0.1391 (0.1422) xyz.shape=torch.Size([422400, 3]): :  32% 1544/4800 [05:29<13:56,  3.89it/s]
loss=0.1457 (0.1422) xyz.shape=torch.Size([424064, 3]): :  32% 1544/4800 [05:29<13:56,  3.89it/s]
loss=0.1457 (0.1422) xyz.shape=torch.Size([424064, 3]): :  32% 1545/4800 [05:29<12:26,  4.36it/s]
loss=0.1379 (0.1422) xyz.shape=torch.Size([423296, 3]): :  32% 1545/4800 [05:30<12:26,  4.36it/s]
loss=0.1379 (0.1422) xyz.shape=torch.Size([423296, 3]): :  32% 1546/4800 [05:30<11:23,  4.76it/s]
loss=0.1360 (0.1422) xyz.shape=torch.Size([431232, 3]): :  32% 1546/4800 [05:30<11:23,  4.76it/s]
loss=0.1360 (0.1422) xyz.shape=torch.Size([431232, 3]): :  32% 1547/4800 [05:30<10:38,  5.10it/s]
loss=0.1392 (0.1422) xyz.shape=torch.Size([428800, 3]): :  32% 1547/4800 [05:30<10:38,  5.10it/s]
loss=0.1392 (0.1422) xyz.shape=torch.Size([428800, 3]): :  32% 1548/4800 [05:30<10:07,  5.36it/s]
loss=0.1411 (0.1422) xyz.shape=torch.Size([431360, 3]): :  32% 1548/4800 [05:30<10:07,  5.36it/s]
loss=0.1411 (0.1422) xyz.shape=torch.Size([431360, 3]): :  32% 1549/4800 [05:30<13:43,  3.95it/s]
loss=0.1396 (0.1422) xyz.shape=torch.Size([430464, 3]): :  32% 1549/4800 [05:30<13:43,  3.95it/s]
loss=0.1396 (0.1422) xyz.shape=torch.Size([430464, 3]): :  32% 1550/4800 [05:30<12:16,  4.41it/s]
loss=0.1444 (0.1422) xyz.shape=torch.Size([429568, 3]): :  32% 1550/4800 [05:31<12:16,  4.41it/s]
loss=0.1444 (0.1422) xyz.shape=torch.Size([429568, 3]): :  32% 1551/4800 [05:31<11:15,  4.81it/s]
loss=0.1349 (0.1421) xyz.shape=torch.Size([429952, 3]): :  32% 1551/4800 [05:31<11:15,  4.81it/s]
loss=0.1349 (0.1421) xyz.shape=torch.Size([429952, 3]): :  32% 1552/4800 [05:31<10:32,  5.14it/s]
loss=0.1430 (0.1421) xyz.shape=torch.Size([430208, 3]): :  32% 1552/4800 [05:31<10:32,  5.14it/s]
loss=0.1430 (0.1421) xyz.shape=torch.Size([430208, 3]): :  32% 1553/4800 [05:31<10:10,  5.32it/s]
loss=0.1329 (0.1421) xyz.shape=torch.Size([432512, 3]): :  32% 1553/4800 [05:31<10:10,  5.32it/s]
loss=0.1329 (0.1421) xyz.shape=torch.Size([432512, 3]): :  32% 1554/4800 [05:31<13:51,  3.90it/s]
loss=0.1412 (0.1421) xyz.shape=torch.Size([429568, 3]): :  32% 1554/4800 [05:32<13:51,  3.90it/s]
loss=0.1412 (0.1421) xyz.shape=torch.Size([429568, 3]): :  32% 1555/4800 [05:32<12:22,  4.37it/s]
loss=0.1490 (0.1421) xyz.shape=torch.Size([432640, 3]): :  32% 1555/4800 [05:32<12:22,  4.37it/s]
loss=0.1490 (0.1421) xyz.shape=torch.Size([432640, 3]): :  32% 1556/4800 [05:32<11:21,  4.76it/s]
loss=0.1478 (0.1421) xyz.shape=torch.Size([437376, 3]): :  32% 1556/4800 [05:32<11:21,  4.76it/s]
loss=0.1478 (0.1421) xyz.shape=torch.Size([437376, 3]): :  32% 1557/4800 [05:32<10:37,  5.09it/s]
loss=0.1373 (0.1421) xyz.shape=torch.Size([439808, 3]): :  32% 1557/4800 [05:32<10:37,  5.09it/s]
loss=0.1373 (0.1421) xyz.shape=torch.Size([439808, 3]): :  32% 1558/4800 [05:32<10:07,  5.34it/s]
loss=0.1444 (0.1421) xyz.shape=torch.Size([430080, 3]): :  32% 1558/4800 [05:32<10:07,  5.34it/s]
loss=0.1444 (0.1421) xyz.shape=torch.Size([430080, 3]): :  32% 1559/4800 [05:32<09:43,  5.56it/s]
loss=0.1425 (0.1421) xyz.shape=torch.Size([437632, 3]): :  32% 1559/4800 [05:33<09:43,  5.56it/s]
loss=0.1425 (0.1421) xyz.shape=torch.Size([437632, 3]): :  32% 1560/4800 [05:33<13:29,  4.00it/s]
loss=0.1317 (0.1421) xyz.shape=torch.Size([434176, 3]): :  32% 1560/4800 [05:33<13:29,  4.00it/s]
loss=0.1317 (0.1421) xyz.shape=torch.Size([434176, 3]): :  33% 1561/4800 [05:33<12:10,  4.43it/s]
loss=0.1462 (0.1421) xyz.shape=torch.Size([435840, 3]): :  33% 1561/4800 [05:33<12:10,  4.43it/s]
