nohup: ignoring input
Using /data1/wcc/.cache/torch_extensions/py39_cu117 as PyTorch extensions root...
Detected CUDA files, patching ldflags
Emitting ninja build file /data1/wcc/.cache/torch_extensions/py39_cu117/_raymarching/build.ninja...
Building extension module _raymarching...
Allowing ninja to set a default number of workers... (overridable by setting the environment variable MAX_JOBS=N)
ninja: no work to do.
Loading extension module _raymarching...
Using /data1/wcc/.cache/torch_extensions/py39_cu117 as PyTorch extensions root...
Detected CUDA files, patching ldflags
Emitting ninja build file /data1/wcc/.cache/torch_extensions/py39_cu117/_grid_encoder/build.ninja...
Building extension module _grid_encoder...
Allowing ninja to set a default number of workers... (overridable by setting the environment variable MAX_JOBS=N)
ninja: no work to do.
Loading extension module _grid_encoder...
Using /data1/wcc/.cache/torch_extensions/py39_cu117 as PyTorch extensions root...
Detected CUDA files, patching ldflags
Emitting ninja build file /data1/wcc/.cache/torch_extensions/py39_cu117/_freqencoder/build.ninja...
Building extension module _freqencoder...
Allowing ninja to set a default number of workers... (overridable by setting the environment variable MAX_JOBS=N)
Namespace(path='/home/wcc/RodinHD/data/fitting_obj_list_300.txt', save_dir='/home/wcc/RodinHD/data/save_triplane_and_mlp_300_plus', data_root='/home/wcc/RodinHD/data/raw_data_300', O=True, test=False, ray_shuffle=True, workspace='/home/wcc/RodinHD/data/save_triplane_and_mlp_300_plus', seed=0, iters=5000, lr0=0.001, lr1=0.0001, ckpt='latest', num_rays=65536, cuda_ray=True, max_steps=1024, num_steps=512, update_extra_interval=16, upsample_steps=512, max_ray_batch=4096, l1_reg_weight=0.0001, tv_weight=0.01, dist_weight=0.0, iwc_weight=0.1, patch_size=1, fp16=True, cp=False, triplane_channels=32, downscale=1, resolution0=512, resolution1=512, upsample_model_steps=[], grid_size=256, color_space='srgb', preload=True, bound=1.0, scale=0.4, offset=[0, 0, 0], dt_gamma=0.0, min_near=0.2, density_thresh=10, bg_radius=-1, gui=False, W=1920, H=1080, radius=5, fovy=50, max_spp=64, num_train_frames=300, out_loop_eps=90, eval_freq=1, no_tqdm=False, random_noise=False, random_scale=False, error_map=False, clip_text='', rand_pose=-1, start_idx=0, end_idx=1, eval_video=False)
Render using grid size:  256
ninja: no work to do.
Loading extension module _freqencoder...
NeRFNetworkPlus(
  (grid_sample): GridEncoder: input_dim=2 num_levels=3 level_dim=32 resolution=512 -> 512 per_level_scale=1.0000 gridtype=tiled align_corners=True interpolation=linear
  (encoder): FreqEncoder: input_dim=24 degree=2 output_dim=120
  (encoder_sigma): FreqEncoder: input_dim=8 degree=2 output_dim=40
  (encoder_dir): FreqEncoder: input_dim=3 degree=2 output_dim=15
  (color_net): ModuleList(
    (0): Linear(in_features=263, out_features=128, bias=False)
    (1): Linear(in_features=128, out_features=128, bias=False)
    (2): Linear(in_features=128, out_features=3, bias=False)
  )
  (sigma_net): Sequential(
    (0): Linear(in_features=40, out_features=128, bias=True)
    (1): Softplus(beta=1, threshold=20)
    (2): Linear(in_features=128, out_features=129, bias=True)
  )
)
1
Loading triplane from /home/wcc/RodinHD/data/save_triplane_and_mlp_300_plus/1_1_neutral.npy
tensor(-6.0571) tensor(-0.0211)
Generate dataset cost 10.26452112197876 s/avatar.
[INFO] Trainer: ngp | 2024-10-29_13-41-45 | cuda:0 | fp16 | 
/home/wcc/RodinHD/data/save_triplane_and_mlp_300_plus
[INFO] #parameters: 72321
[INFO] Loading latest checkpoint ...
[INFO] Latest checkpoint is 
/home/wcc/RodinHD/data/save_triplane_and_mlp_300_plus/checkpoints/ngp_ep0000.pth
.pth
[INFO] loaded model.
[WARN] missing keys: ['density_grid', 'density_bitfield']
Loading triplane from /home/wcc/RodinHD/data/save_triplane_and_mlp_300_plus/1_1_neutral.npy
tensor(-6.0571) tensor(-0.0211)
==> Start Training Epoch(random shuffle rays) 1, lr1=0.000100 lr0=0.001000
  0% 0/4800 [00:00<?, ?it/s]
loss=0.1544 (0.1544): :   0% 0/4800 [00:02<?, ?it/s]
loss=0.0024 (0.0021): :  19% 910/4800 [04:23<18:23,  3.52it/s]
loss=0.0024 (0.0021): :  19% 911/4800 [04:23<17:28,  3.71it/s]
loss=0.0020 (0.0021): :  19% 911/4800 [04:24<17:28,  3.71it/s]
loss=0.0020 (0.0021): :  19% 912/4800 [04:24<16:50,  3.85it/s]
loss=0.0025 (0.0021): :  19% 912/4800 [04:24<16:50,  3.85it/s]
loss=0.0025 (0.0021): :  19% 913/4800 [04:24<21:08,  3.06it/s]
loss=0.0022 (0.0021): :  19% 913/4800 [04:24<21:08,  3.06it/s]
loss=0.0022 (0.0021): :  19% 914/4800 [04:24<19:24,  3.34it/s]
loss=0.0022 (0.0021): :  19% 914/4800 [04:24<19:24,  3.34it/s]
loss=0.0022 (0.0021): :  19% 915/4800 [04:24<18:12,  3.56it/s]
loss=0.0021 (0.0021): :  19% 915/4800 [04:25<18:12,  3.56it/s]
loss=0.0021 (0.0021): :  19% 916/4800 [04:25<17:21,  3.73it/s]
loss=0.0023 (0.0021): :  19% 916/4800 [04:25<17:21,  3.73it/s]
loss=0.0023 (0.0021): :  19% 917/4800 [04:25<16:44,  3.86it/s]
loss=0.0021 (0.0021): :  19% 917/4800 [04:25<16:44,  3.86it/s]
loss=0.0021 (0.0021): :  19% 918/4800 [04:25<21:00,  3.08it/s]
loss=0.0023 (0.0021): :  19% 918/4800 [04:26<21:00,  3.08it/s]
loss=0.0023 (0.0021): :  19% 919/4800 [04:26<19:17,  3.35it/s]
loss=0.0023 (0.0021): :  19% 919/4800 [04:26<19:17,  3.35it/s]
loss=0.0023 (0.0021): :  19% 920/4800 [04:26<18:06,  3.57it/s]
loss=0.0017 (0.0021): :  19% 920/4800 [04:26<18:06,  3.57it/s]
loss=0.0017 (0.0021): :  19% 921/4800 [04:26<17:17,  3.74it/s]
loss=0.0023 (0.0021): :  19% 921/4800 [04:26<17:17,  3.74it/s]
loss=0.0023 (0.0021): :  19% 922/4800 [04:26<16:42,  3.87it/s]
loss=0.0026 (0.0021): :  19% 922/4800 [04:27<16:42,  3.87it/s]
loss=0.0026 (0.0021): :  19% 923/4800 [04:27<21:00,  3.08it/s]
loss=0.0019 (0.0021): :  19% 923/4800 [04:27<21:00,  3.08it/s]
loss=0.0019 (0.0021): :  19% 924/4800 [04:27<19:17,  3.35it/s]
loss=0.0024 (0.0021): :  19% 924/4800 [04:27<19:17,  3.35it/s]
loss=0.0024 (0.0021): :  19% 925/4800 [04:27<18:05,  3.57it/s]
loss=0.0021 (0.0021): :  19% 925/4800 [04:28<18:05,  3.57it/s]
loss=0.0021 (0.0021): :  19% 926/4800 [04:28<17:16,  3.74it/s]
loss=0.0023 (0.0021): :  19% 926/4800 [04:28<17:16,  3.74it/s]
loss=0.0023 (0.0021): :  19% 927/4800 [04:28<16:42,  3.86it/s]
loss=0.0019 (0.0021): :  19% 927/4800 [04:28<16:42,  3.86it/s]
loss=0.0019 (0.0021): :  19% 928/4800 [04:28<21:19,  3.03it/s]
loss=0.0022 (0.0021): :  19% 928/4800 [04:29<21:19,  3.03it/s]
loss=0.0022 (0.0021): :  19% 929/4800 [04:29<19:31,  3.30it/s]
loss=0.0022 (0.0021): :  19% 929/4800 [04:29<19:31,  3.30it/s]
loss=0.0022 (0.0021): :  19% 930/4800 [04:29<18:16,  3.53it/s]
loss=0.0018 (0.0021): :  19% 930/4800 [04:29<18:16,  3.53it/s]
loss=0.0018 (0.0021): :  19% 931/4800 [04:29<17:21,  3.71it/s]
loss=0.0018 (0.0021): :  19% 931/4800 [04:29<17:21,  3.71it/s]
loss=0.0018 (0.0021): :  19% 932/4800 [04:29<16:43,  3.86it/s]
loss=0.0019 (0.0021): :  19% 932/4800 [04:30<16:43,  3.86it/s]
loss=0.0019 (0.0021): :  19% 933/4800 [04:30<20:59,  3.07it/s]
loss=0.0023 (0.0021): :  19% 933/4800 [04:30<20:59,  3.07it/s]
loss=0.0023 (0.0021): :  19% 934/4800 [04:30<19:17,  3.34it/s]
loss=0.0021 (0.0021): :  19% 934/4800 [04:30<19:17,  3.34it/s]
loss=0.0021 (0.0021): :  19% 935/4800 [04:30<18:06,  3.56it/s]
loss=0.0024 (0.0021): :  19% 935/4800 [04:30<18:06,  3.56it/s]
loss=0.0024 (0.0021): :  20% 936/4800 [04:30<17:15,  3.73it/s]
loss=0.0023 (0.0021): :  20% 936/4800 [04:31<17:15,  3.73it/s]
loss=0.0023 (0.0021): :  20% 937/4800 [04:31<16:38,  3.87it/s]
loss=0.0022 (0.0021): :  20% 937/4800 [04:31<16:38,  3.87it/s]
loss=0.0022 (0.0021): :  20% 938/4800 [04:31<16:13,  3.97it/s]
loss=0.0019 (0.0021): :  20% 938/4800 [04:31<16:13,  3.97it/s]
loss=0.0019 (0.0021): :  20% 939/4800 [04:31<20:36,  3.12it/s]
loss=0.0020 (0.0021): :  20% 939/4800 [04:32<20:36,  3.12it/s]
loss=0.0020 (0.0021): :  20% 940/4800 [04:32<19:00,  3.38it/s]
loss=0.0022 (0.0021): :  20% 940/4800 [04:32<19:00,  3.38it/s]
loss=0.0022 (0.0021): :  20% 941/4800 [04:32<17:53,  3.60it/s]
loss=0.0024 (0.0021): :  20% 941/4800 [04:32<17:53,  3.60it/s]
loss=0.0024 (0.0021): :  20% 942/4800 [04:32<17:05,  3.76it/s]
loss=0.0019 (0.0021): :  20% 942/4800 [04:32<17:05,  3.76it/s]
loss=0.0019 (0.0021): :  20% 943/4800 [04:32<16:31,  3.89it/s]
loss=0.0024 (0.0021): :  20% 943/4800 [04:33<16:31,  3.89it/s]
loss=0.0024 (0.0021): :  20% 944/4800 [04:33<20:47,  3.09it/s]
loss=0.0024 (0.0021): :  20% 944/4800 [04:33<20:47,  3.09it/s]
loss=0.0024 (0.0021): :  20% 945/4800 [04:33<19:07,  3.36it/s]
loss=0.0021 (0.0021): :  20% 945/4800 [04:33<19:07,  3.36it/s]
loss=0.0021 (0.0021): :  20% 946/4800 [04:33<17:57,  3.58it/s]
loss=0.0021 (0.0021): :  20% 946/4800 [04:34<17:57,  3.58it/s]
loss=0.0021 (0.0021): :  20% 947/4800 [04:34<17:08,  3.74it/s]
loss=0.0023 (0.0021): :  20% 947/4800 [04:34<17:08,  3.74it/s]
loss=0.0023 (0.0021): :  20% 948/4800 [04:34<16:33,  3.88it/s]
loss=0.0023 (0.0021): :  20% 948/4800 [04:34<16:33,  3.88it/s]
loss=0.0023 (0.0021): :  20% 949/4800 [04:34<20:49,  3.08it/s]
loss=0.0020 (0.0021): :  20% 949/4800 [04:34<20:49,  3.08it/s]
loss=0.0020 (0.0021): :  20% 950/4800 [04:34<19:08,  3.35it/s]
loss=0.0017 (0.0021): :  20% 950/4800 [04:35<19:08,  3.35it/s]
loss=0.0017 (0.0021): :  20% 951/4800 [04:35<17:57,  3.57it/s]
loss=0.0023 (0.0021): :  20% 951/4800 [04:35<17:57,  3.57it/s]
loss=0.0023 (0.0021): :  20% 952/4800 [04:35<17:08,  3.74it/s]
loss=0.0020 (0.0021): :  20% 952/4800 [04:35<17:08,  3.74it/s]
loss=0.0020 (0.0021): :  20% 953/4800 [04:35<16:34,  3.87it/s]
loss=0.0020 (0.0021): :  20% 953/4800 [04:36<16:34,  3.87it/s]
loss=0.0020 (0.0021): :  20% 954/4800 [04:36<20:48,  3.08it/s]
loss=0.0019 (0.0021): :  20% 954/4800 [04:36<20:48,  3.08it/s]
loss=0.0019 (0.0021): :  20% 955/4800 [04:36<19:06,  3.35it/s]
loss=0.0025 (0.0021): :  20% 955/4800 [04:36<19:06,  3.35it/s]
loss=0.0025 (0.0021): :  20% 956/4800 [04:36<17:55,  3.57it/s]
loss=0.0025 (0.0021): :  20% 956/4800 [04:36<17:55,  3.57it/s]
loss=0.0025 (0.0021): :  20% 957/4800 [04:36<17:06,  3.74it/s]
loss=0.0020 (0.0021): :  20% 957/4800 [04:37<17:06,  3.74it/s]
loss=0.0020 (0.0021): :  20% 958/4800 [04:37<16:32,  3.87it/s]
loss=0.0019 (0.0021): :  20% 958/4800 [04:37<16:32,  3.87it/s]
loss=0.0019 (0.0021): :  20% 959/4800 [04:37<20:49,  3.07it/s]
loss=0.0021 (0.0021): :  20% 959/4800 [04:37<20:49,  3.07it/s]
loss=0.0021 (0.0021): :  20% 960/4800 [04:37<19:07,  3.35it/s]
loss=0.0024 (0.0021): :  20% 960/4800 [04:38<19:07,  3.35it/s]
loss=0.0024 (0.0021): :  20% 961/4800 [04:38<17:55,  3.57it/s]
loss=0.0022 (0.0021): :  20% 961/4800 [04:38<17:55,  3.57it/s]
loss=0.0022 (0.0021): :  20% 962/4800 [04:38<17:05,  3.74it/s]
loss=0.0019 (0.0021): :  20% 962/4800 [04:38<17:05,  3.74it/s]
loss=0.0019 (0.0021): :  20% 963/4800 [04:38<16:30,  3.87it/s]
loss=0.0021 (0.0021): :  20% 963/4800 [04:39<16:30,  3.87it/s]
loss=0.0021 (0.0021): :  20% 964/4800 [04:39<20:53,  3.06it/s]
loss=0.0021 (0.0021): :  20% 964/4800 [04:39<20:53,  3.06it/s]
loss=0.0021 (0.0021): :  20% 965/4800 [04:39<19:10,  3.33it/s]
loss=0.0026 (0.0021): :  20% 965/4800 [04:39<19:10,  3.33it/s]
loss=0.0026 (0.0021): :  20% 966/4800 [04:39<17:59,  3.55it/s]
loss=0.0018 (0.0021): :  20% 966/4800 [04:39<17:59,  3.55it/s]
loss=0.0018 (0.0021): :  20% 967/4800 [04:39<17:08,  3.73it/s]
loss=0.0021 (0.0021): :  20% 967/4800 [04:39<17:08,  3.73it/s]
loss=0.0021 (0.0021): :  20% 968/4800 [04:39<16:32,  3.86it/s]
loss=0.0019 (0.0021): :  20% 968/4800 [04:40<16:32,  3.86it/s]
loss=0.0019 (0.0021): :  20% 969/4800 [04:40<20:47,  3.07it/s]
loss=0.0024 (0.0021): :  20% 969/4800 [04:40<20:47,  3.07it/s]
loss=0.0024 (0.0021): :  20% 970/4800 [04:40<19:05,  3.34it/s]
loss=0.0017 (0.0021): :  20% 970/4800 [04:40<19:05,  3.34it/s]
loss=0.0017 (0.0021): :  20% 971/4800 [04:40<17:54,  3.56it/s]
loss=0.0023 (0.0021): :  20% 971/4800 [04:41<17:54,  3.56it/s]
loss=0.0023 (0.0021): :  20% 972/4800 [04:41<17:05,  3.73it/s]
loss=0.0018 (0.0021): :  20% 972/4800 [04:41<17:05,  3.73it/s]
loss=0.0018 (0.0021): :  20% 973/4800 [04:41<16:31,  3.86it/s]
loss=0.0028 (0.0021): :  20% 973/4800 [04:41<16:31,  3.86it/s]
loss=0.0028 (0.0021): :  20% 974/4800 [04:41<20:47,  3.07it/s]
loss=0.0021 (0.0021): :  20% 974/4800 [04:42<20:47,  3.07it/s]
loss=0.0021 (0.0021): :  20% 975/4800 [04:42<19:05,  3.34it/s]
loss=0.0018 (0.0021): :  20% 975/4800 [04:42<19:05,  3.34it/s]
loss=0.0018 (0.0021): :  20% 976/4800 [04:42<17:53,  3.56it/s]
loss=0.0019 (0.0021): :  20% 976/4800 [04:42<17:53,  3.56it/s]
loss=0.0019 (0.0021): :  20% 977/4800 [04:42<17:04,  3.73it/s]
loss=0.0024 (0.0021): :  20% 977/4800 [04:42<17:04,  3.73it/s]
loss=0.0024 (0.0021): :  20% 978/4800 [04:42<16:29,  3.86it/s]
loss=0.0016 (0.0021): :  20% 978/4800 [04:43<16:29,  3.86it/s]
loss=0.0016 (0.0021): :  20% 979/4800 [04:43<20:46,  3.07it/s]
loss=0.0025 (0.0021): :  20% 979/4800 [04:43<20:46,  3.07it/s]
loss=0.0025 (0.0021): :  20% 980/4800 [04:43<19:04,  3.34it/s]
loss=0.0019 (0.0021): :  20% 980/4800 [04:43<19:04,  3.34it/s]
loss=0.0019 (0.0021): :  20% 981/4800 [04:43<17:53,  3.56it/s]
loss=0.0023 (0.0021): :  20% 981/4800 [04:44<17:53,  3.56it/s]
loss=0.0023 (0.0021): :  20% 982/4800 [04:44<17:03,  3.73it/s]
loss=0.0027 (0.0021): :  20% 982/4800 [04:44<17:03,  3.73it/s]
loss=0.0027 (0.0021): :  20% 983/4800 [04:44<16:27,  3.87it/s]
loss=0.0023 (0.0021): :  20% 983/4800 [04:44<16:27,  3.87it/s]
loss=0.0023 (0.0021): :  20% 984/4800 [04:44<20:42,  3.07it/s]
loss=0.0022 (0.0021): :  20% 984/4800 [04:45<20:42,  3.07it/s]
loss=0.0022 (0.0021): :  21% 985/4800 [04:45<19:00,  3.34it/s]
loss=0.0020 (0.0021): :  21% 985/4800 [04:45<19:00,  3.34it/s]
loss=0.0020 (0.0021): :  21% 986/4800 [04:45<17:49,  3.57it/s]
loss=0.0022 (0.0021): :  21% 986/4800 [04:45<17:49,  3.57it/s]
loss=0.0022 (0.0021): :  21% 987/4800 [04:45<17:06,  3.72it/s]
loss=0.0023 (0.0021): :  21% 987/4800 [04:45<17:06,  3.72it/s]
loss=0.0023 (0.0021): :  21% 988/4800 [04:45<16:29,  3.85it/s]
loss=0.0020 (0.0021): :  21% 988/4800 [04:45<16:29,  3.85it/s]
loss=0.0020 (0.0021): :  21% 989/4800 [04:45<16:03,  3.96it/s]
loss=0.0016 (0.0021): :  21% 989/4800 [04:46<16:03,  3.96it/s]
loss=0.0016 (0.0021): :  21% 990/4800 [04:46<20:14,  3.14it/s]
loss=0.0023 (0.0021): :  21% 990/4800 [04:46<20:14,  3.14it/s]
loss=0.0023 (0.0021): :  21% 991/4800 [04:46<18:41,  3.40it/s]
loss=0.0021 (0.0021): :  21% 991/4800 [04:46<18:41,  3.40it/s]
loss=0.0021 (0.0021): :  21% 992/4800 [04:46<17:36,  3.61it/s]
loss=0.0028 (0.0021): :  21% 992/4800 [04:47<17:36,  3.61it/s]
loss=0.0028 (0.0021): :  21% 993/4800 [04:47<16:49,  3.77it/s]
loss=0.0021 (0.0021): :  21% 993/4800 [04:47<16:49,  3.77it/s]
loss=0.0021 (0.0021): :  21% 994/4800 [04:47<16:16,  3.90it/s]
loss=0.0017 (0.0021): :  21% 994/4800 [04:47<16:16,  3.90it/s]
loss=0.0017 (0.0021): :  21% 995/4800 [04:47<20:24,  3.11it/s]
loss=0.0022 (0.0021): :  21% 995/4800 [04:48<20:24,  3.11it/s]
loss=0.0022 (0.0021): :  21% 996/4800 [04:48<18:48,  3.37it/s]
loss=0.0017 (0.0021): :  21% 996/4800 [04:48<18:48,  3.37it/s]
loss=0.0017 (0.0021): :  21% 997/4800 [04:48<17:40,  3.59it/s]
loss=0.0017 (0.0021): :  21% 997/4800 [04:48<17:40,  3.59it/s]
loss=0.0017 (0.0021): :  21% 998/4800 [04:48<16:53,  3.75it/s]
loss=0.0019 (0.0021): :  21% 998/4800 [04:48<16:53,  3.75it/s]
loss=0.0019 (0.0021): :  21% 999/4800 [04:48<16:19,  3.88it/s]
loss=0.0022 (0.0021): :  21% 999/4800 [04:49<16:19,  3.88it/s]
loss=0.0022 (0.0021): :  21% 1000/4800 [04:49<20:24,  3.10it/s]
loss=0.0022 (0.0021): :  21% 1000/4800 [04:49<20:24,  3.10it/s]
loss=0.0022 (0.0021): :  21% 1001/4800 [04:49<18:46,  3.37it/s]
loss=0.0020 (0.0021): :  21% 1001/4800 [04:49<18:46,  3.37it/s]
loss=0.0020 (0.0021): :  21% 1002/4800 [04:49<17:39,  3.58it/s]
loss=0.0022 (0.0021): :  21% 1002/4800 [04:49<17:39,  3.58it/s]
loss=0.0022 (0.0021): :  21% 1003/4800 [04:49<16:51,  3.75it/s]
loss=0.0027 (0.0021): :  21% 1003/4800 [04:50<16:51,  3.75it/s]
loss=0.0027 (0.0021): :  21% 1004/4800 [04:50<16:18,  3.88it/s]
loss=0.0022 (0.0021): :  21% 1004/4800 [04:50<16:18,  3.88it/s]
loss=0.0022 (0.0021): :  21% 1005/4800 [04:50<20:24,  3.10it/s]
loss=0.0026 (0.0021): :  21% 1005/4800 [04:50<20:24,  3.10it/s]
loss=0.0026 (0.0021): :  21% 1006/4800 [04:50<18:46,  3.37it/s]
loss=0.0025 (0.0021): :  21% 1006/4800 [04:51<18:46,  3.37it/s]
loss=0.0025 (0.0021): :  21% 1007/4800 [04:51<17:38,  3.58it/s]
loss=0.0023 (0.0021): :  21% 1007/4800 [04:51<17:38,  3.58it/s]
loss=0.0023 (0.0021): :  21% 1008/4800 [04:51<16:50,  3.75it/s]
loss=0.0023 (0.0021): :  21% 1008/4800 [04:51<16:50,  3.75it/s]
loss=0.0023 (0.0021): :  21% 1009/4800 [04:51<16:17,  3.88it/s]
loss=0.0025 (0.0021): :  21% 1009/4800 [04:52<16:17,  3.88it/s]
loss=0.0025 (0.0021): :  21% 1010/4800 [04:52<20:25,  3.09it/s]
loss=0.0021 (0.0021): :  21% 1010/4800 [04:52<20:25,  3.09it/s]
loss=0.0021 (0.0021): :  21% 1011/4800 [04:52<18:47,  3.36it/s]
loss=0.0022 (0.0021): :  21% 1011/4800 [04:52<18:47,  3.36it/s]
loss=0.0022 (0.0021): :  21% 1012/4800 [04:52<17:38,  3.58it/s]
loss=0.0021 (0.0021): :  21% 1012/4800 [04:52<17:38,  3.58it/s]
loss=0.0021 (0.0021): :  21% 1013/4800 [04:52<16:49,  3.75it/s]
loss=0.0020 (0.0021): :  21% 1013/4800 [04:53<16:49,  3.75it/s]
loss=0.0020 (0.0021): :  21% 1014/4800 [04:53<16:15,  3.88it/s]
loss=0.0019 (0.0021): :  21% 1014/4800 [04:53<16:15,  3.88it/s]
loss=0.0019 (0.0021): :  21% 1015/4800 [04:53<20:24,  3.09it/s]
loss=0.0020 (0.0021): :  21% 1015/4800 [04:53<20:24,  3.09it/s]
loss=0.0020 (0.0021): :  21% 1016/4800 [04:53<18:46,  3.36it/s]
loss=0.0019 (0.0021): :  21% 1016/4800 [04:54<18:46,  3.36it/s]
loss=0.0019 (0.0021): :  21% 1017/4800 [04:54<17:37,  3.58it/s]
loss=0.0022 (0.0021): :  21% 1017/4800 [04:54<17:37,  3.58it/s]
loss=0.0022 (0.0021): :  21% 1018/4800 [04:54<16:52,  3.74it/s]
loss=0.0019 (0.0021): :  21% 1018/4800 [04:54<16:52,  3.74it/s]
loss=0.0019 (0.0021): :  21% 1019/4800 [04:54<16:17,  3.87it/s]
loss=0.0021 (0.0021): :  21% 1019/4800 [04:54<16:17,  3.87it/s]
loss=0.0021 (0.0021): :  21% 1020/4800 [04:54<20:21,  3.09it/s]
loss=0.0027 (0.0021): :  21% 1020/4800 [04:55<20:21,  3.09it/s]
loss=0.0027 (0.0021): :  21% 1021/4800 [04:55<18:43,  3.36it/s]
loss=0.0024 (0.0021): :  21% 1021/4800 [04:55<18:43,  3.36it/s]
loss=0.0024 (0.0021): :  21% 1022/4800 [04:55<17:34,  3.58it/s]
loss=0.0020 (0.0021): :  21% 1022/4800 [04:55<17:34,  3.58it/s]
loss=0.0020 (0.0021): :  21% 1023/4800 [04:55<16:47,  3.75it/s]
loss=0.0021 (0.0021): :  21% 1023/4800 [04:55<16:47,  3.75it/s]
loss=0.0021 (0.0021): :  21% 1024/4800 [04:55<16:12,  3.88it/s]
loss=0.0020 (0.0021): :  21% 1024/4800 [04:56<16:12,  3.88it/s]
loss=0.0020 (0.0021): :  21% 1025/4800 [04:56<20:13,  3.11it/s]
loss=0.0024 (0.0021): :  21% 1025/4800 [04:56<20:13,  3.11it/s]
loss=0.0024 (0.0021): :  21% 1026/4800 [04:56<18:37,  3.38it/s]
loss=0.0023 (0.0021): :  21% 1026/4800 [04:56<18:37,  3.38it/s]
loss=0.0023 (0.0021): :  21% 1027/4800 [04:56<17:28,  3.60it/s]
loss=0.0026 (0.0021): :  21% 1027/4800 [04:57<17:28,  3.60it/s]
loss=0.0026 (0.0021): :  21% 1028/4800 [04:57<16:41,  3.77it/s]
loss=0.0021 (0.0021): :  21% 1028/4800 [04:57<16:41,  3.77it/s]
loss=0.0021 (0.0021): :  21% 1029/4800 [04:57<16:08,  3.89it/s]
loss=0.0020 (0.0021): :  21% 1029/4800 [04:57<16:08,  3.89it/s]
loss=0.0020 (0.0021): :  21% 1030/4800 [04:57<20:19,  3.09it/s]
loss=0.0025 (0.0021): :  21% 1030/4800 [04:58<20:19,  3.09it/s]
loss=0.0025 (0.0021): :  21% 1031/4800 [04:58<18:46,  3.35it/s]
loss=0.0022 (0.0021): :  21% 1031/4800 [04:58<18:46,  3.35it/s]
loss=0.0022 (0.0021): :  22% 1032/4800 [04:58<17:41,  3.55it/s]
loss=0.0019 (0.0021): :  22% 1032/4800 [04:58<17:41,  3.55it/s]
loss=0.0019 (0.0021): :  22% 1033/4800 [04:58<16:54,  3.71it/s]
loss=0.0021 (0.0021): :  22% 1033/4800 [04:58<16:54,  3.71it/s]
loss=0.0021 (0.0021): :  22% 1034/4800 [04:58<16:20,  3.84it/s]
loss=0.0020 (0.0021): :  22% 1034/4800 [04:59<16:20,  3.84it/s]
loss=0.0020 (0.0021): :  22% 1035/4800 [04:59<20:24,  3.08it/s]
loss=0.0018 (0.0021): :  22% 1035/4800 [04:59<20:24,  3.08it/s]
loss=0.0018 (0.0021): :  22% 1036/4800 [04:59<18:47,  3.34it/s]
loss=0.0024 (0.0021): :  22% 1036/4800 [04:59<18:47,  3.34it/s]
loss=0.0024 (0.0021): :  22% 1037/4800 [04:59<17:39,  3.55it/s]
loss=0.0019 (0.0021): :  22% 1037/4800 [04:59<17:39,  3.55it/s]
loss=0.0019 (0.0021): :  22% 1038/4800 [04:59<16:51,  3.72it/s]
loss=0.0023 (0.0021): :  22% 1038/4800 [05:00<16:51,  3.72it/s]
loss=0.0023 (0.0021): :  22% 1039/4800 [05:00<16:16,  3.85it/s]
loss=0.0019 (0.0021): :  22% 1039/4800 [05:00<16:16,  3.85it/s]
loss=0.0019 (0.0021): :  22% 1040/4800 [05:00<15:52,  3.95it/s]
loss=0.0020 (0.0021): :  22% 1040/4800 [05:00<15:52,  3.95it/s]
loss=0.0020 (0.0021): :  22% 1041/4800 [05:00<20:08,  3.11it/s]
loss=0.0019 (0.0021): :  22% 1041/4800 [05:01<20:08,  3.11it/s]
loss=0.0019 (0.0021): :  22% 1042/4800 [05:01<18:41,  3.35it/s]
loss=0.0021 (0.0021): :  22% 1042/4800 [05:01<18:41,  3.35it/s]
loss=0.0021 (0.0021): :  22% 1043/4800 [05:01<17:40,  3.54it/s]
loss=0.0018 (0.0021): :  22% 1043/4800 [05:01<17:40,  3.54it/s]
loss=0.0018 (0.0021): :  22% 1044/4800 [05:01<16:56,  3.70it/s]
loss=0.0019 (0.0021): :  22% 1044/4800 [05:01<16:56,  3.70it/s]
loss=0.0019 (0.0021): :  22% 1045/4800 [05:01<16:24,  3.81it/s]
loss=0.0020 (0.0021): :  22% 1045/4800 [05:02<16:24,  3.81it/s]
loss=0.0020 (0.0021): :  22% 1046/4800 [05:02<20:21,  3.07it/s]
loss=0.0022 (0.0021): :  22% 1046/4800 [05:02<20:21,  3.07it/s]
loss=0.0022 (0.0021): :  22% 1047/4800 [05:02<18:47,  3.33it/s]
loss=0.0019 (0.0021): :  22% 1047/4800 [05:02<18:47,  3.33it/s]
loss=0.0019 (0.0021): :  22% 1048/4800 [05:02<17:41,  3.53it/s]
loss=0.0022 (0.0021): :  22% 1048/4800 [05:03<17:41,  3.53it/s]
loss=0.0022 (0.0021): :  22% 1049/4800 [05:03<16:54,  3.70it/s]
loss=0.0018 (0.0021): :  22% 1049/4800 [05:03<16:54,  3.70it/s]
loss=0.0018 (0.0021): :  22% 1050/4800 [05:03<16:20,  3.82it/s]
loss=0.0021 (0.0021): :  22% 1050/4800 [05:03<16:20,  3.82it/s]
loss=0.0021 (0.0021): :  22% 1051/4800 [05:03<20:23,  3.06it/s]
loss=0.0021 (0.0021): :  22% 1051/4800 [05:04<20:23,  3.06it/s]
